日付,レース番号,開催,レース名,馬名,馬番,勝率,予想順位
2026-04-05,202609020410,阪神10R,心斎橋S,キャプテンシー,,5.4652123536363995,5
2026-04-05,202609020410,阪神10R,心斎橋S,サクセスアイ,,4.441491417184068,6
2026-04-05,202609020410,阪神10R,心斎橋S,エイムフォーエース,,3.801257922167564,7
2026-04-05,202609020410,阪神10R,心斎橋S,エマヌエーレ,,3.7757401365900902,8
2026-04-05,202609020410,阪神10R,心斎橋S,ミストレス,,3.3901871964098462,9
2026-04-05,202609020410,阪神10R,心斎橋S,メルトユアハート,,3.1403686172922414,10
2026-04-05,202609020410,阪神10R,心斎橋S,メイショウツヨキ,,2.7951791125687153,11
2026-04-05,202609020410,阪神10R,心斎橋S,ウナギノボリ,,2.5264778595627186,12
2026-04-05,202609020410,阪神10R,心斎橋S,エアミアーニ,,2.5239117672711013,13
2026-04-05,202609020410,阪神10R,心斎橋S,フォルテム,,2.5141133194351553,14
2026-04-05,202609020410,阪神10R,心斎橋S,スリリングチェイス,,2.201148385458673,15
2026-04-05,202609020410,阪神10R,心斎橋S,スーサンアッシャー,,1.6029947101081174,16
2026-04-05,202609020410,阪神10R,心斎橋S,サムハンター,,1.5404137875500652,17
2026-04-05,202609020410,阪神10R,心斎橋S,ショウナンラスボス,,1.1964543935675875,18
2026-04-05,202609020411,阪神11R,大阪杯,サンストックトン,1.0,1.122183844964372,14
2026-04-05,202609020411,阪神11R,大阪杯,マテンロウレオ,2.0,1.9642937861158294,11
2026-04-05,202609020411,阪神11R,大阪杯,セイウンハーデス,3.0,1.6241321768285164,13
2026-04-05,202609020411,阪神11R,大阪杯,ダノンデサイル,4.0,22.845222952221892,2
2026-04-05,202609020411,阪神11R,大阪杯,ショウヘイ,5.0,8.88152831616113,4
2026-04-05,202609020411,阪神11R,大阪杯,メイショウタバル,6.0,7.817379320861595,5
2026-04-05,202609020411,阪神11R,大阪杯,エコロディノス,7.0,3.429540264268259,6
2026-04-05,202609020411,阪神11R,大阪杯,エコロヴァルツ,8.0,3.3234335549103338,7
2026-04-05,202609020411,阪神11R,大阪杯,ヨーホーレイク,9.0,2.580802820756108,10
2026-04-05,202609020411,阪神11R,大阪杯,ボルドグフーシュ,10.0,2.725473759042396,9
2026-04-05,202609020411,阪神11R,大阪杯,デビットバローズ,11.0,3.0229581842841458,8
2026-04-05,202609020411,阪神11R,大阪杯,レーベンスティール,12.0,11.680896135031546,3
2026-04-05,202609020411,阪神11R,大阪杯,ファウストラーゼン,13.0,1.0554152388910558,15
2026-04-05,202609020411,阪神11R,大阪杯,タガノデュード,14.0,1.799974985810406,12
2026-04-05,202609020411,阪神11R,大阪杯,クロワデュノール,15.0,26.12676465985242,1
2026-04-05,202609020412,阪神12R,天満橋S,ゲイルライダー,,19.875481756104644,1
2026-04-05,202609020412,阪神12R,天満橋S,ニューオーリンズ,,18.5614080770306,2
2026-04-05,202609020412,阪神12R,天満橋S,タマモティーカップ,,14.0592916450163,3
2026-04-05,202609020412,阪神12R,天満橋S,ルークススペイ,,10.918034692874743,4
2026-04-05,202609020412,阪神12R,天満橋S,セミマル,,9.68577892622704,5
2026-04-05,202609020412,阪神12R,天満橋S,リネアグローリア,,3.9977890394018645,6
2026-04-05,202609020412,阪神12R,天満橋S,イリフィ,,3.6414311765201206,7
2026-04-05,202609020412,阪神12R,天満橋S,ガンウルフ,,3.338748329228758,8
2026-04-05,202609020412,阪神12R,天満橋S,ジョディーズマロン,,3.1980105067412334,9
2026-04-05,202609020412,阪神12R,天満橋S,サヴォンリンナ,,2.803762891856192,10
2026-04-05,202609020412,阪神12R,天満橋S,ダノンスウィッチ,,2.6975625100255476,11
2026-04-05,202609020412,阪神12R,天満橋S,タガノシャーンス,,1.6479633463138303,12
2026-04-05,202609020412,阪神12R,天満橋S,ルミノメテオール,,1.6001620305217998,13
2026-04-05,202609020412,阪神12R,天満橋S,トーセンサウダージ,,1.5337156723616325,14
2026-04-05,202609020412,阪神12R,天満橋S,ジャスパーバローズ,,1.3383607118611485,15
2026-04-05,202609020412,阪神12R,天満橋S,ハワイアンタイム,,1.1024986879145502,16
